startImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,TestTrialsLoop.thisRepN,TestTrialsLoop.thisTrialN,TestTrialsLoop.thisN,TestTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,,,,,1,0,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,,,,,1,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,,,,,1,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,,,,,1,3,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,,,,,1,4,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,,,,,1,5,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,,,,,2,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,,,,,2,1,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,,,,,2,2,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,,,,,2,3,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,,,,,2,4,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,,,,,2,5,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,,,,,3,0,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,,,,,3,1,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,,,,,3,2,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,,,,,3,3,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,,,,,3,4,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,,,,,3,5,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,,,,,4,0,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,,,,,4,1,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,,,,,4,2,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,,,,,4,3,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,,,,,4,4,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,,,,,4,5,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1254,UniformityIllusion,2021.1.4,60.23983888693841,
